Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2000-12-31,0.1365,2001-03-31,0.2705,1999-03-31-2000-06-30,0.0361-0.3667,Sell,64 days,-98.17%,Fall by 47.06%,-98.17%,
2002-03-31,0.3697,2002-06-30,0.1432,1999-03-31-2002-03-31,0.0361-0.6055,Sell,64 days,61.27%,Fall by 25.07%,-36.9%,
2003-06-30,0.1909,2008-12-31,0.2017,1999-03-31-2002-03-31,0.0361-0.6055,Buy,1437 days,5.66%,Rise by 131.53%,-31.25%,
2007-12-31,0.8505,2008-03-31,0.4947,2002-12-31-2007-12-31,0.06-0.9918,Sell,65 days,41.83%,Fall by 59.23%,10.59%,
2009-06-30,0.2822,2022-12-31,14.614,1999-03-31-2007-12-31,0.0361-0.9918,Buy,3523 days,5078.6%,Rise by 641.62%,5089.19%,
2010-03-31,0.435,2010-06-30,0.2553,2008-12-31-2010-03-31,0.1437-0.474,Sell,65 days,41.31%,Fall by -22.52%,5130.5%,
2011-03-31,0.4615,2019-09-30,4.3517,2008-12-31-2010-03-31,0.1437-0.474,Buy,2217 days,842.95%,Rise by 210.92%,5973.44%,
2011-06-30,0.3985,2011-09-30,0.3128,2010-09-30-2011-03-31,0.2163-0.6543,Sell,66 days,21.51%,Fall by 2.01%,5994.95%,
2012-06-30,0.3455,2015-03-31,0.5232,1999-03-31-2000-06-30,0.0361-0.3667,Buy,716 days,51.43%,Rise by 590.75%,6046.38%,
2022-03-31,27.286,2022-06-30,15.159,2012-12-31-2021-12-31,0.2788-34.647,Sell,65 days,44.44%,Fall by -701.11%,6090.83%,
