Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-11-19,171.3,2020-11-23,177.92,Sell,1 days,Fall by -1.970000%,-3.87
2020-12-04,180.4,2020-12-15,176.35,Sell,6 days,Fall by -15.830000%,2.25
2021-01-05,203.15,2021-01-13,229.5,Buy,5 days,Rise by 8.790000%,12.97
2021-04-08,221.05,2021-04-23,237.85,Buy,10 days,Rise by 18.970000%,7.6
2021-04-16,234.6,2021-04-27,242.52,Buy,6 days,Rise by 12.100000%,3.38
2021-10-29,323.38,2021-11-30,318.62,Sell,21 days,Fall by 3.910000%,1.47
2021-11-26,310.73,2021-12-02,323.4,Sell,3 days,Fall by 12.340000%,-4.08
2021-12-06,312.25,2021-12-14,323.45,Sell,5 days,Fall by 12.770000%,-3.59
2022-01-14,319.9,2022-01-24,286.38,Sell,5 days,Fall by 10.500000%,10.48
2022-01-20,307.6,2022-01-27,272.38,Sell,4 days,Fall by 11.950000%,11.45
2022-03-03,284.77,2022-03-11,293.1,Buy,5 days,Rise by 7.310000%,2.92
2022-08-01,214.5,2022-08-17,221.52,Buy,11 days,Rise by 3.280000%,3.28
2022-09-09,208.58,2023-06-08,199.78,Buy,193 days,Rise by -1.400000%,-4.22
2022-09-27,199.2,2022-10-10,205.65,Buy,8 days,Rise by 0.330000%,3.24
2022-12-23,188.82,2022-12-29,195.38,Sell,3 days,Fall by -2.490000%,-3.47
2023-01-19,201.7,2023-06-08,199.78,Buy,99 days,Rise by 1.610000%,-0.95
2023-02-22,197.58,2023-03-02,194.02,Sell,5 days,Fall by 9.860000%,1.8
2023-03-15,187.88,2023-03-24,180.88,Sell,6 days,Fall by 3.980000%,3.73
2023-03-17,188.25,2023-03-23,180.75,Sell,3 days,Fall by 4.170000%,3.98
2023-03-23,180.75,2023-04-05,184.88,Sell,8 days,Fall by 0.190000%,-2.28
2023-06-21,192.75,2023-07-06,198.1,Buy,10 days,Rise by 8.420000%,2.78
2023-08-28,204.02,2023-09-04,217.05,Sell,4 days,Fall by 0.770000%,-6.38
2023-08-30,203.6,2023-09-04,217.05,Sell,2 days,Fall by 0.560000%,-6.61
2023-10-25,190.92,2023-11-15,195.82,Sell,14 days,Fall by 0.670000%,-2.57
2024-03-12,255.42,2024-03-22,243.55,Sell,7 days,Fall by 7.550000%,4.65
2024-05-16,232.22,2024-06-12,238.45,Buy,18 days,Rise by 23.410000%,2.68
2024-06-07,242.28,2024-06-24,245.28,Buy,10 days,Rise by 18.300000%,1.24
2024-07-02,269.1,2024-07-18,286.6,Buy,11 days,Rise by 6.500000%,6.5
2024-08-06,244.75,2024-08-16,258.12,Sell,7 days,Fall by -5.080000%,-5.46
2024-08-16,258.12,2024-09-02,266.23,Buy,10 days,Rise by 6.910000%,3.14
2024-10-17,264.38,2024-10-18,274.32,Sell,0 days,Fall by -2.280000%,-3.76
2024-10-30,282.62,2024-11-28,286.1,Buy,20 days,Rise by 10.660000%,1.23
2024-11-11,286.75,2024-12-05,299.3,Buy,17 days,Rise by 9.070000%,4.38
2024-11-25,291.23,2024-12-09,303.75,Buy,9 days,Rise by 7.390000%,4.3
2024-12-10,308.1,2025-02-07,318.0,Buy,42 days,Rise by 3.890000%,3.21
2024-12-19,312.75,2025-02-07,318.0,Buy,35 days,Rise by 2.350000%,1.68
2025-01-06,294.3,2025-01-20,300.25,Sell,9 days,Fall by 5.660000%,-2.02
2025-02-25,291.3,2025-03-12,268.55,Sell,10 days,Fall by 10.800000%,7.81
2025-07-14,254.25,2025-07-18,266.95,Sell,3 days,Fall by 5.980000%,-5.0
2025-09-17,254.15,2025-09-17,254.15,Buy,0 days,Rise by -0.130000%,0.0
2025-09-26,235.75,2025-10-08,244.27,Sell,7 days,Fall by -2.180000%,-3.61
2025-10-08,244.27,2025-10-15,250.21,Buy,4 days,Rise by -1.540000%,2.43
2025-10-15,250.21,2025-10-15,250.21,Buy,0 days,Rise by -3.880000%,0.0
