Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2013-01-06,75.68,2013-03-24,81.69,Buy,54 days,Rise by 12.620000%,7.94
2013-04-21,69.2,2013-05-19,64.5,Sell,19 days,Fall by -27.570000%,6.79
2013-12-29,104.08,2014-09-28,110.36,Buy,194 days,Rise by 7.590000%,6.03
2015-02-01,113.73,2015-03-01,122.68,Buy,19 days,Rise by -13.740000%,7.87
2015-02-15,123.88,2017-04-30,92.67,Buy,574 days,Rise by -11.180000%,-25.19
2015-04-26,98.1,2015-08-16,107.86,Sell,79 days,Fall by -5.890000%,-9.95
2015-07-26,106.27,2017-04-30,92.67,Buy,459 days,Rise by 6.400000%,-12.79
2015-09-06,103.88,2016-02-07,104.61,Sell,109 days,Fall by 0.450000%,-0.7
2015-09-27,113.07,2017-04-30,92.67,Buy,414 days,Rise by -14.220000%,-18.04
2016-09-04,90.68,2016-11-27,87.14,Sell,59 days,Fall by 9.610000%,3.9
2016-11-20,81.97,2017-01-15,90.87,Sell,39 days,Fall by -4.710000%,-10.87
2017-12-10,106.09,2017-12-31,117.84,Sell,14 days,Fall by -0.740000%,-11.08
2017-12-31,117.84,2018-10-07,121.99,Buy,199 days,Rise by -10.530000%,3.52
2018-04-01,105.43,2018-06-03,97.72,Sell,44 days,Fall by 8.150000%,7.31
2018-09-02,112.97,2018-09-30,121.5,Buy,19 days,Rise by 10.640000%,7.55
2019-04-14,141.7,2020-08-30,136.02,Buy,359 days,Rise by 5.430000%,-4.0
2019-07-14,129.48,2019-09-22,122.98,Sell,49 days,Fall by 8.630000%,5.02
2020-01-12,125.88,2020-08-16,138.25,Buy,154 days,Rise by -12.040000%,9.83
2020-03-08,111.78,2020-04-05,90.0,Sell,19 days,Fall by 20.490000%,19.48
2020-07-26,135.28,2020-10-04,156.52,Buy,49 days,Rise by 38.240000%,15.71
2021-09-12,331.18,2023-08-20,205.85,Buy,504 days,Rise by 8.000000%,-37.84
2021-09-19,332.62,2023-08-20,205.85,Buy,499 days,Rise by 7.530000%,-38.11
2022-11-13,199.85,2023-08-20,205.85,Buy,199 days,Rise by 2.050000%,3.0
2023-03-26,180.88,2023-05-28,200.85,Sell,44 days,Fall by -4.850000%,-11.04
2023-06-04,202.48,2023-09-03,208.18,Buy,64 days,Rise by 8.910000%,2.82
2023-08-13,206.52,2024-01-07,228.3,Buy,104 days,Rise by 31.460000%,10.54
2025-11-03,240.5,2025-11-03,240.5,Sell,0 days,Fall by 0.000000%,0.0
