Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2022-05-02,4155.3799,2022-08-19,4228.48,Buy,79 Days,-6.17,Rise by -1.6%,1.76%,1.76%
2022-05-12,3930.0801,2022-08-19,4228.48,Buy,71 Days,-4.56,Rise by 5.81%,7.59%,9.35%
2022-06-10,3900.8601,2022-08-19,4228.48,Buy,50 Days,-3.04,Rise by 0.28%,8.4%,17.75%
2022-07-01,3825.3301,2022-11-04,3770.55,Buy,90 Days,-3.17,Rise by 4.54%,-1.43%,16.32%
2022-09-26,3655.04,2022-11-18,3965.3401,Buy,39 Days,-3.01,Rise by 3.72%,8.49%,24.81%
2022-10-10,3612.3899,2022-12-06,3941.26,Buy,41 Days,-3.68,Rise by 2.98%,9.1%,33.91%
2024-05-01,5018.3901,2024-06-25,5469.2998,Buy,39 Days,-3.9,Rise by 5.77%,8.99%,42.9%
2025-04-01,5633.0698,2025-08-20,6395.7798,Buy,101 Days,-10.0,Rise by -11.54%,13.54%,56.44%
