Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2008-07-31,24.415,2008-09-30,17.733,2006-05-31-2008-05-31,4.02-32.03,Sell,43 days,27.37%,Fall by 10.88%,27.37%,
2010-02-28,22.437,2010-03-31,25.4,2008-11-30-2010-01-31,11.305-26.988,Sell,22 days,-13.21%,Fall by 21.91%,14.16%,
2010-11-30,23.703,2016-03-31,94.5,2008-11-30-2010-01-31,11.305-26.988,Buy,1392 days,298.68%,Rise by 13.25%,312.85%,
2014-06-30,73.47,2016-03-31,94.5,2010-09-30-2014-01-31,19.1-84.748,Buy,458 days,28.62%,Rise by 13.25%,341.47%,
2016-02-29,86.92,2016-04-30,96.99,2010-09-30-2015-11-30,19.1-101.76,Sell,44 days,-11.59%,Fall by -129.52%,329.88%,
2016-04-30,96.99,2016-04-30,96.99,2008-11-30-2015-11-30,11.305-101.76,Buy,0 days,0.0%,Rise by 0%,329.88%,
2021-08-31,346.23,2021-10-31,335.52,2020-03-31-2021-04-30,199.99-401.5,Sell,43 days,3.09%,Fall by 5.97%,332.98%,
2021-11-30,314.92,2021-12-31,359.32,2015-08-31-2021-04-30,74.61-401.5,Sell,23 days,-14.1%,Fall by 12.2%,318.88%,
2022-02-28,360.82,2022-02-28,360.82,2020-03-31-2021-04-30,199.99-401.5,Buy,0 days,0.0%,Rise by 0%,318.88%,
2022-09-30,284.34,2022-10-31,328.18,2010-09-30-2021-04-30,19.1-401.5,Sell,21 days,-15.42%,Fall by -34.43%,303.46%,
2022-12-31,347.73,2022-12-31,347.73,2015-08-31-2021-04-30,74.61-401.5,Buy,0 days,0.0%,Rise by 0%,303.46%,
2024-08-31,483.34,2024-11-30,532.94,2021-04-30-2022-10-31,331.8-355.24,Sell,64 days,-10.26%,Fall by -3.57%,293.2%,
