Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-01-20,334.91,2021-01-20,334.91,2020-11-04-2020-12-31,302.24-359.41,Buy,0 days,0.0%,Rise by 0%,0.0%,
2021-02-19,333.17,2021-02-24,367.32,2020-12-31-2021-01-29,325.68-353.25,Sell,3 days,-10.25%,Fall by 3.28%,-10.25%,
2021-05-14,363.91,2024-11-05,505.56,2021-01-29-2021-04-28,312.38-401.5,Buy,907 days,38.92%,Rise by 6.05%,28.67%,
2021-06-02,366.85,2021-06-21,373.09,2021-04-28-2021-05-19,361.15-390.7,Sell,13 days,-1.7%,Fall by 2.05%,26.97%,
2021-10-08,354.96,2021-10-08,354.96,2021-04-28-2021-09-20,341.11-390.7,Sell,0 days,-0.0%,Fall by 0%,26.97%,
2021-11-22,321.3,2021-11-22,321.3,2021-07-27-2021-11-03,329.58-385.89,Sell,0 days,-0.0%,Fall by 0%,26.97%,
2021-11-30,314.92,2021-12-03,322.11,2021-01-29-2021-04-28,312.38-401.5,Sell,3 days,-2.28%,Fall by -5.17%,24.69%,
2022-01-12,367.31,2022-01-12,367.31,2020-12-31-2021-12-01,322.02-353.25,Sell,0 days,-0.0%,Fall by 0%,24.69%,
2022-02-09,381.37,2022-02-10,374.39,2021-11-15-2021-12-01,322.02-360.66,Sell,1 days,1.83%,Fall by 11.65%,26.52%,
2022-02-10,374.39,2024-11-05,505.56,2021-09-20-2022-02-02,335.62-399.92,Buy,713 days,35.04%,Rise by 6.05%,61.56%,
2022-02-16,382.93,2024-11-18,521.63,2021-12-01-2022-02-02,306.0-399.92,Buy,718 days,36.22%,Rise by 2.78%,97.78%,
2022-03-04,330.76,2022-03-07,312.92,2021-09-20-2022-02-02,335.62-399.92,Sell,1 days,5.39%,Fall by -2.66%,103.17%,
2022-04-05,363.32,2022-04-05,363.32,2022-01-05-2022-03-08,324.73-372.51,Sell,0 days,-0.0%,Fall by 0%,103.17%,
