Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-23,129.1,2021-03-02,126.0,2020-11-04-2021-02-16,88.46-142.2,Sell,5 days,2.4%,Fall by 13.52%,2.4%,
2021-03-02,126.0,2024-03-13,142.14,2020-11-04-2021-02-16,88.46-142.2,Buy,791 days,12.81%,Rise by 3.56%,15.21%,
2021-04-12,120.9,2021-04-14,120.84,2021-02-16-2021-03-25,112.75-139.42,Sell,2 days,0.05%,Fall by 10.45%,15.26%,
2021-06-08,115.92,2021-06-08,115.92,2021-02-16-2021-05-17,110.03-139.42,Sell,0 days,-0.0%,Fall by 0%,15.26%,
2021-07-29,116.15,2022-01-07,123.5,2021-05-17-2021-07-14,107.87-125.78,Buy,116 days,6.33%,Rise by 1.64%,21.59%,
2021-09-14,123.09,2021-09-14,123.09,2021-04-05-2021-08-19,110.97-122.68,Sell,0 days,-0.0%,Fall by 0%,21.59%,
2021-09-22,115.87,2022-01-10,125.01,2021-08-19-2021-09-07,107.68-125.28,Buy,78 days,7.89%,Rise by 0.41%,29.48%,
2021-10-29,113.7,2021-11-08,120.91,2021-09-07-2021-10-06,109.52-123.89,Sell,6 days,-6.34%,Fall by 3.16%,23.14%,
2021-11-16,118.08,2021-12-02,121.7,2021-02-16-2021-10-06,109.52-139.42,Sell,12 days,-3.07%,Fall by 5.55%,20.07%,
2021-12-16,116.57,2024-03-13,142.14,2021-10-06-2021-11-22,107.58-128.09,Buy,584 days,21.94%,Rise by 3.56%,42.0%,
2022-01-20,128.33,2022-01-25,122.48,2020-11-04-2022-01-13,88.46-145.0,Sell,3 days,4.56%,Fall by 12.63%,46.56%,
2022-01-26,123.08,2024-03-13,142.14,2021-10-06-2022-01-13,107.58-145.0,Buy,555 days,15.49%,Rise by 3.56%,62.05%,
2022-02-01,123.05,2024-03-13,142.14,2020-11-04-2022-01-13,88.46-145.0,Buy,551 days,15.51%,Rise by 3.56%,77.56%,
2022-02-17,119.76,2022-02-23,115.9,2022-01-13-2022-01-28,119.6-138.92,Sell,4 days,3.22%,Fall by 10.3%,80.79%,
2022-02-28,107.01,2022-02-28,107.01,2021-10-06-2021-11-22,107.58-128.09,Sell,0 days,-0.0%,Fall by 0%,80.79%,
2022-04-05,102.5,2022-04-05,102.5,2021-04-05-2022-03-15,102.14-122.68,Sell,0 days,-0.0%,Fall by 0%,80.79%,
2022-06-09,90.85,2022-06-09,90.85,2021-11-22-2022-05-12,88.21-123.21,Sell,0 days,-0.0%,Fall by 0%,80.79%,
2022-08-22,85.24,2022-08-22,85.24,2022-03-29-2022-07-05,76.15-106.79,Sell,0 days,-0.0%,Fall by 0%,80.79%,
2022-08-24,85.56,2023-01-27,93.3,2022-07-05-2022-08-15,73.74-91.94,Buy,112 days,9.05%,Rise by 4.99%,89.83%,
2022-09-23,73.87,2022-09-29,69.28,2022-07-05-2022-08-15,73.74-91.94,Sell,4 days,6.21%,Fall by 11.53%,96.05%,
2022-12-08,80.8,2022-12-15,77.61,2021-06-15-2022-11-03,60.89-119.27,Sell,5 days,3.95%,Fall by -11.88%,99.99%,
2022-12-09,80.69,2023-06-02,98.94,2022-11-03-2022-12-01,59.43-83.63,Buy,125 days,22.62%,Rise by 6.7%,122.61%,
2023-01-31,92.73,2023-01-31,92.73,2022-03-29-2022-11-03,60.89-106.79,Sell,0 days,-0.0%,Fall by 0%,122.61%,
2023-02-22,86.83,2023-03-17,89.47,2022-11-03-2023-02-14,59.43-98.99,Sell,17 days,-3.04%,Fall by 8.07%,119.57%,
2023-03-02,89.03,2023-04-21,85.37,2022-01-13-2022-11-03,60.89-138.92,Sell,36 days,4.11%,Fall by -16.45%,123.68%,
2023-03-13,87.74,2023-03-13,87.74,2021-02-16-2022-11-03,60.89-139.42,Sell,0 days,-0.0%,Fall by 0%,123.68%,
2023-03-17,89.47,2023-06-02,98.94,2022-11-03-2023-02-14,59.43-98.99,Buy,55 days,10.58%,Rise by 6.7%,134.27%,
2023-04-11,89.24,2023-04-12,86.87,2021-11-22-2022-07-05,76.15-123.21,Sell,1 days,2.66%,Fall by 5.32%,136.92%,
2023-04-27,83.67,2023-04-28,84.3,2023-02-14-2023-03-15,87.24-95.22,Sell,1 days,-0.75%,Fall by -17.92%,136.17%,
2023-05-12,83.43,2023-05-18,92.65,2023-02-14-2023-04-26,82.38-95.22,Sell,4 days,-11.05%,Fall by -7.3%,125.12%,
2023-06-06,99.82,2023-06-29,100.64,2022-12-01-2022-12-28,74.55-81.14,Sell,17 days,-0.82%,Fall by 9.48%,124.3%,
2023-06-29,100.64,2024-02-14,129.27,2023-04-26-2023-06-13,81.21-110.69,Buy,164 days,28.45%,Rise by 15.42%,152.74%,
2023-08-02,95.7,2023-08-11,91.99,2022-11-03-2023-06-13,59.43-110.69,Sell,7 days,3.88%,Fall by 8.37%,156.62%,
2023-08-31,93.57,2023-09-07,90.05,2023-06-13-2023-08-18,91.33-106.74,Sell,5 days,3.76%,Fall by 6.4%,160.38%,
2023-09-21,85.36,2023-10-19,92.91,2022-07-05-2023-06-13,73.74-110.69,Sell,20 days,-8.84%,Fall by -4.07%,151.54%,
2023-10-26,87.45,2023-11-10,97.44,2023-06-13-2023-09-26,85.23-106.74,Sell,11 days,-11.42%,Fall by 0.77%,140.12%,
2023-11-22,98.65,2023-12-06,97.85,2023-03-23-2023-04-26,82.38-93.43,Sell,10 days,0.81%,Fall by -1.31%,140.93%,
2024-03-18,136.64,2024-03-21,139.45,2023-09-26-2024-03-08,84.02-158.4,Sell,3 days,-2.06%,Fall by 8.43%,138.87%,
2024-03-19,134.87,2024-04-01,141.49,2022-07-05-2024-03-08,73.74-158.4,Sell,9 days,-4.91%,Fall by 9.75%,133.96%,
2024-03-21,139.45,2024-06-24,167.81,2023-09-26-2024-03-08,84.02-158.4,Buy,67 days,20.34%,Rise by 13.85%,154.3%,
2024-04-01,141.49,2024-10-30,194.48,2022-07-05-2024-03-08,73.74-158.4,Buy,152 days,37.45%,Rise by 5.05%,191.75%,
2024-04-08,142.79,2024-04-18,132.27,2021-05-17-2024-03-08,107.87-158.4,Sell,8 days,7.37%,Fall by -14.19%,199.12%,
2024-04-18,132.27,2024-04-19,127.7,2022-11-03-2024-03-08,59.43-158.4,Sell,1 days,3.46%,Fall by -18.28%,202.57%,
2024-04-24,132.97,2025-07-23,240.33,2023-04-26-2024-03-08,81.21-158.4,Buy,325 days,80.74%,Rise by 1.65%,283.31%,
2024-05-31,151.04,2024-06-04,152.47,2024-03-08-2024-04-22,130.66-144.93,Sell,2 days,-0.95%,Fall by 2.96%,282.37%,
2024-07-19,165.77,2024-07-22,169.35,2021-10-06-2024-07-11,107.58-193.47,Sell,1 days,-2.16%,Fall by 12.64%,280.21%,
2024-07-22,169.35,2024-10-23,200.86,2024-04-22-2024-07-11,125.78-193.47,Buy,67 days,18.61%,Rise by 1.71%,298.81%,
2024-07-24,159.8,2024-07-29,160.01,2023-09-26-2024-07-11,84.02-193.47,Sell,3 days,-0.13%,Fall by 1.99%,298.68%,
2024-07-29,160.01,2025-01-29,202.33,2021-10-06-2024-07-11,107.58-193.47,Buy,132 days,26.45%,Rise by -10.5%,325.13%,
2024-07-30,154.54,2024-08-02,149.86,2022-11-03-2024-07-11,59.43-193.47,Sell,3 days,3.03%,Fall by -4.64%,328.16%,
2024-08-02,149.86,2024-08-07,155.04,2024-04-22-2024-07-11,125.78-193.47,Sell,3 days,-3.46%,Fall by -1.15%,324.7%,
2024-10-03,179.48,2024-10-17,205.84,2024-07-11-2024-08-05,150.0-183.01,Sell,10 days,-14.69%,Fall by 10.09%,310.01%,
2024-10-24,197.93,2024-10-31,190.54,2024-08-19-2024-09-06,165.41-171.1,Sell,5 days,3.73%,Fall by 4.91%,313.75%,
2024-10-31,190.54,2024-11-20,188.36,2024-08-05-2024-10-17,133.57-212.6,Sell,14 days,1.14%,Fall by -2.1%,314.89%,
2024-11-04,191.56,2024-11-04,191.56,2024-04-22-2024-10-17,125.78-212.6,Buy,0 days,0.0%,Rise by 0%,314.89%,
2024-11-13,186.66,2024-11-20,188.36,2024-04-22-2024-10-17,125.78-212.6,Sell,5 days,-0.91%,Fall by -2.1%,313.98%,
2024-11-20,188.36,2025-01-13,201.36,2024-08-05-2024-10-17,133.57-212.6,Buy,38 days,6.9%,Rise by -10.07%,320.88%,
2024-11-26,183.84,2024-12-05,204.3,2021-10-06-2024-10-17,107.58-212.6,Sell,7 days,-11.13%,Fall by 5.87%,309.75%,
2024-11-27,181.19,2024-12-04,200.69,2020-11-04-2024-10-17,88.46-212.6,Sell,5 days,-10.76%,Fall by 4.18%,298.99%,
2024-12-02,194.4,2025-01-13,201.36,2022-11-03-2024-10-17,59.43-212.6,Buy,30 days,3.58%,Rise by -10.07%,302.57%,
2025-01-14,201.45,2025-01-16,214.79,2024-10-17-2024-11-27,182.45-201.97,Sell,2 days,-6.62%,Fall by 10.77%,295.95%,
2025-01-27,192.31,2025-02-19,200.95,2023-09-26-2025-01-24,84.02-226.4,Sell,17 days,-4.49%,Fall by 12.49%,291.46%,
2025-02-13,201.83,2025-02-24,191.65,2024-08-05-2025-01-24,133.57-226.4,Sell,7 days,5.04%,Fall by 10.96%,296.5%,
2025-02-19,200.95,2025-09-29,273.23,2024-11-27-2025-01-24,178.05-226.4,Buy,158 days,35.97%,Rise by 11.52%,332.47%,
2025-02-21,198.24,2025-02-24,191.65,2024-04-22-2025-01-24,125.78-226.4,Sell,1 days,3.32%,Fall by 10.96%,335.79%,
2025-02-27,181.09,2025-03-03,172.97,2023-04-26-2025-01-24,81.21-226.4,Sell,2 days,4.48%,Fall by 15.13%,340.28%,
2025-03-03,172.97,2025-03-05,184.28,2024-11-27-2025-01-24,178.05-226.4,Sell,2 days,-6.54%,Fall by 10.33%,333.74%,
2025-03-05,184.28,2025-10-23,290.73,2024-08-05-2025-01-24,133.57-226.4,Buy,166 days,57.77%,Rise by 3.34%,391.5%,
2025-03-12,177.17,2025-10-13,302.89,2024-04-22-2025-01-24,125.78-226.4,Buy,153 days,70.96%,Rise by -0.81%,462.46%,
2025-03-31,166.0,2025-04-02,170.39,2025-01-24-2025-03-10,174.89-220.96,Sell,2 days,-2.64%,Fall by 10.99%,459.82%,
2025-04-02,170.39,2025-04-02,170.39,2022-11-03-2025-01-24,59.43-226.4,Buy,0 days,0.0%,Rise by 0%,459.82%,
2025-05-09,176.52,2025-05-14,194.76,2025-01-24-2025-04-07,153.75-220.96,Sell,3 days,-10.33%,Fall by -18.8%,449.49%,
2025-05-21,191.76,2025-06-10,212.46,2024-10-17-2025-04-07,153.75-201.97,Sell,14 days,-10.79%,Fall by -8.9%,438.69%,
