Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-08 - 2020-01-10,2 days,2020-01-17,45.11,2020-01-22,44.65,3 days,1.0%,Fall by 10.33%,1.0%,
Buy,2020-02-26 - 2020-03-02,3 days,2020-03-13,35.54,2020-03-19,31.79,4 days,-10.6%,Rise by 6.61%,-9.5%,
Buy,2020-07-17 - 2020-07-20,1 days,2020-07-27,34.98,2020-11-13,37.0,79 days,5.8%,Rise by -0.57%,-3.8%,
Sell,2020-08-26 - 2020-09-03,6 days,2020-09-11,34.05,2020-09-17,34.97,4 days,-2.7%,Fall by 6.52%,-6.5%,
Buy,2020-09-14 - 2020-09-21,5 days,2020-09-23,35.17,2020-11-13,37.0,37 days,5.2%,Rise by 6.97%,-1.3%,
Buy,2020-10-21 - 2020-10-28,5 days,2020-11-02,32.22,2020-11-10,35.93,6 days,11.5%,Rise by 21.97%,10.3%,
Sell,2020-11-17 - 2020-11-18,1 days,2020-11-23,36.45,2020-11-25,35.8,2 days,1.8%,Fall by -0.25%,12.0%,
Sell,2020-12-09 - 2020-12-10,1 days,2020-12-18,37.76,2020-12-22,36.54,2 days,3.2%,Fall by 3.2%,15.3%,
Buy,2021-01-20 - 2021-01-25,3 days,2021-02-02,37.24,2021-03-19,39.27,33 days,5.5%,Rise by 6.9%,20.7%,
Sell,2021-03-18 - 2021-03-23,3 days,2021-03-31,38.74,2021-04-06,38.73,4 days,0.0%,Fall by 3.59%,20.8%,
Sell,2021-04-16 - 2021-04-19,1 days,2021-04-23,38.2,2021-04-30,37.51,5 days,1.8%,Fall by -1.2%,22.6%,
Sell,2021-06-14 - 2021-06-15,1 days,2021-06-18,38.89,2021-07-09,38.54,15 days,0.9%,Fall by 3.99%,23.5%,
Buy,2021-08-06 - 2021-08-19,9 days,2021-08-23,37.07,2022-01-12,40.67,102 days,9.7%,Rise by 0.38%,33.2%,
Buy,2021-10-04 - 2021-10-06,2 days,2021-10-08,34.89,2021-12-10,36.72,45 days,5.2%,Rise by 35.22%,38.4%,
Buy,2021-11-03 - 2021-11-19,12 days,2021-11-23,34.89,2022-01-10,39.69,34 days,13.8%,Rise by 35.22%,52.2%,
Sell,2022-01-13 - 2022-01-18,3 days,2022-01-26,42.58,2022-02-03,43.74,6 days,-2.7%,Fall by 7.26%,49.4%,
Sell,2022-01-24 - 2022-02-04,9 days,2022-02-22,46.08,2022-02-25,45.18,3 days,2.0%,Fall by 10.92%,51.4%,
Buy,2022-03-08 - 2022-03-14,4 days,2022-03-17,41.29,2022-03-25,43.87,6 days,6.2%,Rise by 5.5%,57.6%,
