Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,75.82,2016-02-28,81.1,2015-11-15,Buy,14 Weeks,6.96%,Rise by 10.17%,6.96%,Absolute Extrema Case
2015-11-29,75.7,2016-02-28,81.1,2015-11-08,Buy,13 Weeks,7.13%,Rise by 10.34%,14.1%,Normal Case
2015-12-13,77.78,2016-02-28,81.1,2015-12-06,Buy,11 Weeks,4.27%,Rise by 7.39%,18.37%,Normal Case
2015-12-20,78.13,2016-02-28,81.1,2015-12-13,Buy,10 Weeks,3.8%,Rise by 6.91%,22.17%,Normal Case
2015-12-27,79.79,2016-02-28,81.1,2015-12-20,Buy,9 Weeks,1.64%,Rise by 4.69%,23.81%,Normal Case
2016-01-31,81.69,2016-04-10,83.2,2016-01-10,Buy,10 Weeks,1.85%,Rise by 2.25%,25.66%,Normal Case
2016-02-14,80.99,2016-07-31,85.59,2016-01-31,Buy,24 Weeks,5.68%,Rise by 3.14%,31.34%,Normal Case
2016-05-08,82.13,2016-07-31,85.59,2016-05-01,Buy,12 Weeks,4.21%,Rise by 9.58%,35.55%,Normal Case
2016-05-15,81.23,2016-07-31,85.59,2016-05-08,Buy,11 Weeks,5.37%,Rise by 10.8%,40.92%,Normal Case
2016-06-19,83.13,2016-09-18,88.05,2016-06-12,Buy,13 Weeks,5.92%,Rise by 8.26%,46.84%,Normal Case
2016-06-26,82.26,2016-09-18,88.05,2016-06-05,Buy,12 Weeks,7.04%,Rise by 9.41%,53.87%,Normal Case
2016-08-07,85.78,2016-10-30,86.84,2016-07-31,Buy,12 Weeks,1.24%,Rise by 4.92%,55.11%,Normal Case
2016-08-14,87.04,2016-10-30,86.84,2016-07-24,Buy,11 Weeks,-0.23%,Rise by 3.4%,54.88%,Normal Case
2016-08-21,87.31,2016-10-30,86.84,2016-08-14,Buy,10 Weeks,-0.54%,Rise by 3.08%,54.34%,Normal Case
2016-08-28,87.58,2016-10-30,86.84,2016-08-21,Buy,9 Weeks,-0.84%,Rise by 4.01%,53.5%,Normal Case
2016-09-04,88.2,2017-04-02,89.85,2016-08-28,Buy,30 Weeks,1.87%,Rise by 3.28%,55.37%,Normal Case
2016-10-02,89.75,2017-04-02,89.85,2016-09-25,Buy,26 Weeks,0.11%,Rise by 1.49%,55.48%,Normal Case
2016-10-16,88.43,2017-04-02,89.85,2016-10-02,Buy,24 Weeks,1.61%,Rise by 3.01%,57.09%,Normal Case
2016-11-06,85.08,2017-04-02,89.85,2016-10-30,Buy,21 Weeks,5.61%,Rise by 7.06%,62.69%,Normal Case
2017-01-01,84.08,2017-04-02,89.85,2016-12-25,Buy,13 Weeks,6.86%,Rise by 8.34%,69.55%,Normal Case
2017-01-22,87.45,2017-04-02,89.85,2017-01-15,Buy,10 Weeks,2.74%,Rise by 2.53%,72.3%,Normal Case
2017-03-26,90.57,2017-07-09,87.65,2017-03-12,Buy,15 Weeks,-3.22%,Rise by -1.0%,69.07%,Normal Case
2017-08-13,91.34,2018-01-07,91.24,2017-08-06,Buy,21 Weeks,-0.11%,Rise by 0.86%,68.97%,Normal Case
2017-08-20,92.47,2018-01-07,91.24,2017-08-13,Buy,20 Weeks,-1.33%,Rise by -0.37%,67.63%,Normal Case
2017-08-27,92.51,2018-01-07,91.24,2017-08-20,Buy,19 Weeks,-1.37%,Rise by -0.41%,66.26%,Normal Case
2017-11-19,88.43,2018-09-02,82.95,2017-11-12,Buy,41 Weeks,-6.2%,Rise by -10.1%,60.07%,Normal Case
2018-04-08,78.43,2018-09-02,82.95,2018-04-01,Buy,21 Weeks,5.76%,Rise by 6.71%,65.83%,Normal Case
2018-05-27,74.31,2018-09-02,82.95,2018-05-20,Buy,14 Weeks,11.63%,Rise by 12.62%,77.46%,Normal Case
2018-06-24,77.43,2018-09-02,82.95,2018-06-10,Buy,10 Weeks,7.13%,Rise by 8.08%,84.58%,Normal Case
2018-07-01,78.06,2018-09-02,82.95,2018-06-24,Buy,9 Weeks,6.26%,Rise by 7.21%,90.85%,Normal Case
2018-08-19,83.69,2018-12-02,94.51,2018-08-05,Buy,15 Weeks,12.93%,Rise by 15.47%,103.78%,Normal Case
2018-09-16,83.61,2018-12-02,94.51,2018-09-09,Buy,11 Weeks,13.04%,Rise by 15.58%,116.81%,Normal Case
2018-10-28,87.86,2018-12-30,91.18,2018-07-29,Buy,9 Weeks,3.78%,Rise by 9.99%,120.59%,Local Extrema Case
2018-10-28,87.86,2018-12-30,91.18,2018-10-21,Buy,9 Weeks,3.78%,Rise by 9.99%,124.37%,Normal Case
2018-11-04,89.81,2019-05-12,106.01,2018-10-28,Buy,27 Weeks,18.04%,Rise by 34.83%,142.41%,Normal Case
2018-11-18,93.82,2019-05-12,106.01,2018-11-11,Buy,25 Weeks,12.99%,Rise by 31.37%,155.4%,Normal Case
2018-12-09,92.45,2019-05-12,106.01,2018-11-25,Buy,22 Weeks,14.67%,Rise by 34.74%,170.07%,Normal Case
