Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2022-05-02,414.48,2022-08-19,422.14,Buy,79 Days,-5.39,Rise by -1.49%,1.85%,1.85%
2022-05-12,392.34,2022-08-19,422.14,Buy,71 Days,-4.62,Rise by 5.84%,7.6%,9.44%
2022-06-10,389.8,2022-08-19,422.14,Buy,50 Days,-3.13,Rise by 0.07%,8.3%,17.74%
2022-09-26,364.31,2022-11-18,396.03,Buy,39 Days,-3.51,Rise by 3.75%,8.71%,26.45%
2022-10-10,360.02,2022-12-16,383.27,Buy,49 Days,-3.93,Rise by 3.09%,6.46%,32.9%
2024-05-01,500.35,2024-06-25,544.83,Buy,39 Days,-3.2,Rise by 5.88%,8.89%,41.79%
2025-03-13,551.42,2025-05-22,583.09,Buy,50 Days,-3.03,Rise by 4.36%,5.74%,47.54%
2025-04-01,560.97,2025-08-05,627.97,Buy,90 Days,-8.55,Rise by -11.5%,11.94%,59.48%
