Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2022-02-01,81.04,2022-08-23,76.41,Buy,145 Days,-7.1,Rise by 2.97%,-5.71%,-5.71%
2022-10-03,63.08,2022-12-16,79.58,Buy,54 Days,-4.91,Rise by 23.76%,26.16%,20.44%
2024-05-01,114.63,2024-07-18,138.03,Buy,56 Days,-5.14,Rise by 8.72%,20.41%,40.86%
2025-01-02,166.03,2025-05-07,149.37,Buy,89 Days,-3.3,Rise by 12.31%,-10.03%,30.82%
2025-03-06,150.94,2025-05-07,149.37,Buy,44 Days,-3.29,Rise by 2.03%,-1.04%,29.78%
2025-04-01,141.94,2025-09-15,302.14,Buy,119 Days,-9.51,Rise by -12.29%,112.86%,142.65%
