Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2016-02-07,16204.9697,2016-05-08,17740.6309,2016-01-31,Buy,13 Weeks,9.48%,Rise by 11.1%,9.48%,Normal Case
2016-02-14,15973.8398,2016-05-08,17740.6309,2016-01-24,Buy,12 Weeks,11.06%,Rise by 12.71%,20.54%,Absolute Extrema Case
2016-03-27,17515.7305,2016-08-07,18543.5293,2015-11-22,Buy,19 Weeks,5.87%,Rise by 6.06%,26.4%,Local Extrema Case
2016-04-17,17897.4609,2016-08-07,18543.5293,2016-04-10,Buy,16 Weeks,3.61%,Rise by 3.79%,30.01%,Normal Case
2016-05-01,17773.6406,2016-08-07,18543.5293,2016-04-17,Buy,14 Weeks,4.33%,Rise by 4.52%,34.35%,Normal Case
2016-06-12,17865.3398,2016-09-04,18491.9609,2016-06-05,Buy,12 Weeks,3.51%,Rise by 3.98%,37.85%,Normal Case
2016-11-20,18867.9297,2017-01-22,19827.25,2016-11-13,Buy,9 Weeks,5.08%,Rise by 11.33%,42.94%,Normal Case
2016-12-04,19170.4199,2017-03-19,20914.6191,2016-11-27,Buy,15 Weeks,9.1%,Rise by 9.57%,52.04%,Normal Case
2017-06-11,21271.9707,2017-08-27,21813.6699,2017-06-04,Buy,11 Weeks,2.55%,Rise by 3.86%,54.58%,Normal Case
2017-06-18,21384.2793,2017-08-27,21813.6699,2017-06-11,Buy,10 Weeks,2.01%,Rise by 3.31%,56.59%,Normal Case
2017-07-02,21349.6309,2018-02-11,24190.9004,2017-06-18,Buy,32 Weeks,13.31%,Rise by 24.67%,69.9%,Normal Case
2017-07-09,21414.3398,2018-02-11,24190.9004,2017-07-02,Buy,31 Weeks,12.97%,Rise by 24.29%,82.87%,Normal Case
2017-08-13,21858.3203,2018-02-11,24190.9004,2017-07-30,Buy,26 Weeks,10.67%,Rise by 21.77%,93.54%,Normal Case
2017-09-24,22349.5898,2018-02-11,24190.9004,2017-09-17,Buy,20 Weeks,8.24%,Rise by 19.09%,101.78%,Normal Case
2017-10-29,23434.1895,2018-02-11,24190.9004,2017-10-22,Buy,15 Weeks,3.23%,Rise by 13.58%,105.0%,Normal Case
2017-12-03,24231.5898,2018-02-11,24190.9004,2017-11-26,Buy,10 Weeks,-0.17%,Rise by 9.84%,104.84%,Normal Case
2017-12-10,24329.1602,2018-02-11,24190.9004,2015-12-13,Buy,9 Weeks,-0.57%,Rise by 9.4%,104.27%,Tangent Case
2017-12-10,24329.1602,2018-02-11,24190.9004,2017-12-03,Buy,9 Weeks,-0.57%,Rise by 9.4%,103.7%,Normal Case
2017-12-31,24719.2207,2018-07-01,24271.4102,2017-12-24,Buy,26 Weeks,-1.81%,Rise by 2.42%,101.89%,Normal Case
2018-04-01,24103.1094,2018-07-01,24271.4102,2018-03-25,Buy,13 Weeks,0.7%,Rise by 5.03%,102.59%,Normal Case
2018-07-29,25451.0605,2018-10-21,25444.3398,2018-07-22,Buy,12 Weeks,-0.03%,Rise by 5.08%,102.56%,Normal Case
2018-08-05,25462.5801,2018-10-21,25444.3398,2018-07-29,Buy,11 Weeks,-0.07%,Rise by 5.03%,102.49%,Normal Case
2018-08-26,25790.3496,2019-03-17,25848.8691,2018-08-12,Buy,29 Weeks,0.23%,Rise by -12.97%,102.72%,Normal Case
2018-09-23,26743.5,2019-03-17,25848.8691,2018-09-02,Buy,25 Weeks,-3.35%,Rise by -16.07%,99.37%,Normal Case
2018-10-07,26447.0508,2019-03-17,25848.8691,2018-09-23,Buy,23 Weeks,-2.26%,Rise by -15.13%,97.11%,Normal Case
2018-10-14,25339.9902,2019-03-17,25848.8691,2018-07-01,Buy,22 Weeks,2.01%,Rise by -11.42%,99.12%,Local Extrema Case
2018-11-11,25989.3008,2019-03-17,25848.8691,2018-08-19,Buy,18 Weeks,-0.54%,Rise by -11.26%,98.58%,Local Extrema Case
2018-11-11,25989.3008,2019-03-17,25848.8691,2018-10-21,Buy,18 Weeks,-0.54%,Rise by -11.26%,98.04%,Normal Case
2018-11-18,25413.2207,2019-03-17,25848.8691,2018-10-28,Buy,17 Weeks,1.71%,Rise by 2.43%,99.75%,Normal Case
2018-11-25,24285.9492,2019-03-17,25848.8691,2018-11-04,Buy,16 Weeks,6.44%,Rise by 7.19%,106.19%,Normal Case
2019-05-26,25585.6895,2019-08-04,26485.0098,2019-05-19,Buy,10 Weeks,3.51%,Rise by 6.83%,109.7%,Normal Case
2019-12-08,28015.0605,2020-03-01,25409.3594,2016-01-10,Buy,12 Weeks,-9.3%,Rise by 4.94%,100.4%,Tangent Case
2020-05-31,25383.1094,2020-09-20,27657.4199,2020-05-24,Buy,16 Weeks,8.96%,Rise by 12.89%,109.36%,Normal Case
2020-07-05,25827.3594,2020-09-20,27657.4199,2020-06-28,Buy,11 Weeks,7.09%,Rise by 10.94%,116.45%,Normal Case
2020-07-19,26671.9492,2020-09-20,27657.4199,2020-07-12,Buy,9 Weeks,3.69%,Rise by 30.39%,120.14%,Normal Case
2020-07-26,26469.8906,2021-02-07,31148.2402,2020-07-19,Buy,28 Weeks,17.67%,Rise by 31.39%,137.81%,Normal Case
