Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2019-07-14,152.3,2019-09-22,120.7,49 days,2019-02-24/151.19,-20.75%,-20.75%,Rise by -11.39%,-20.75%
Buy,2020-01-12,156.04,2020-03-22,124.36,49 days,2019-07-28/155.38,-20.30%,-20.30%,Rise by -12.13%,-41.05%
Buy,2020-05-17,158.83,2020-06-28,264.95,29 days,2020-01-12/156.04,66.81%,66.81%,Rise by 75.18%,25.76%
Buy,2020-08-30,279.36,2021-08-08,221.97,244 days,2020-07-12/278.24,-20.54%,-20.54%,Rise by 1.48%,5.22%
Buy,2023-02-12,125.16,2024-01-14,203.03,239 days,2022-08-14/123.63,62.22%,62.22%,Rise by 37.45%,67.44%
Buy,2024-06-16,313.02,2025-01-26,510.43,159 days,2024-04-07/310.31,63.07%,63.07%,Rise by 59.3%,130.50%
Buy,2025-05-04,644.0,2025-05-04,644.0,0 days,2025-02-16/638.18,0.00%,0.00%,Rise by 0%,130.50%
