Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-01-27,67.1500,2022-01-31,69.2500,2 days,3.13%,3.1273%,Rise by 6.94%,3.1273%
Buy,2022-05-03,70.8000,2022-05-04,72.3800,1 days,2.23%,2.2316%,Rise by 6.45%,5.3590%
Buy,2022-06-16,65.4800,2022-06-23,67.8300,5 days,3.59%,3.5889%,Rise by 9.73%,8.9478%
Buy,2022-09-28,69.5900,2022-10-11,63.6400,9 days,-8.55%,-8.5501%,Rise by -11.6%,0.3978%
Buy,2022-10-13,63.0600,2022-10-27,65.6100,10 days,4.04%,4.0438%,Rise by 6.9%,4.4415%
Buy,2023-03-02,65.1400,2023-03-06,66.5700,2 days,2.20%,2.1953%,Rise by 3.81%,6.6368%
Buy,2023-05-26,64.5900,2023-06-07,66.4900,8 days,2.94%,2.9416%,Rise by 4.2%,9.5784%
Buy,2023-10-03,56.8400,2023-10-10,58.6100,5 days,3.11%,3.1140%,Rise by 16.05%,12.6924%
Buy,2024-01-22,60.6700,2024-02-01,62.6200,8 days,3.21%,3.2141%,Rise by 5.6%,15.9066%
Buy,2024-07-02,68.0200,2024-07-09,68.8200,5 days,1.18%,1.1761%,Rise by 9.11%,17.0827%
Buy,2024-12-12,77.5900,2025-01-21,80.0500,28 days,3.17%,3.1705%,Rise by -0.66%,20.2532%
Buy,2025-09-09,83.1900,2025-09-10,84.6200,1 days,1.72%,1.7190%,Rise by 11.67%,21.9721%
