Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,2.22,2016-04-17,2.7,2015-11-15,Buy,21 Weeks,21.62%,Rise by -10.81%,21.62%,Absolute Extrema Case
2015-11-29,2.33,2016-04-17,2.7,2015-11-08,Buy,20 Weeks,15.88%,Rise by -12.88%,37.5%,Normal Case
2015-12-06,2.28,2016-04-17,2.7,2015-11-29,Buy,19 Weeks,18.42%,Rise by -11.4%,55.92%,Normal Case
2015-12-13,2.36,2016-04-17,2.7,2015-12-06,Buy,18 Weeks,14.41%,Rise by -16.1%,70.33%,Normal Case
2015-12-20,2.45,2016-04-17,2.7,2015-12-13,Buy,17 Weeks,10.2%,Rise by -19.18%,80.53%,Normal Case
2016-02-14,1.83,2016-04-17,2.7,2016-01-24,Buy,9 Weeks,47.54%,Rise by 118.03%,128.07%,Absolute Extrema Case
2016-04-17,2.7,2016-07-10,5.1,2016-04-10,Buy,12 Weeks,88.89%,Rise by 94.81%,216.96%,Normal Case
2016-05-01,3.55,2016-07-10,5.1,2016-04-24,Buy,10 Weeks,43.66%,Rise by 48.17%,260.63%,Normal Case
2016-05-08,3.68,2016-07-10,5.1,2016-05-01,Buy,9 Weeks,38.59%,Rise by 108.42%,299.21%,Normal Case
2016-05-22,3.87,2016-08-14,6.73,2016-05-15,Buy,12 Weeks,73.9%,Rise by 98.19%,373.11%,Normal Case
2016-06-12,4.32,2016-08-14,6.73,2016-06-05,Buy,9 Weeks,55.79%,Rise by 77.55%,428.9%,Normal Case
2016-06-19,5.26,2016-09-04,7.51,2016-06-12,Buy,11 Weeks,42.78%,Rise by 45.82%,471.68%,Normal Case
2016-06-26,4.88,2016-09-04,7.51,2016-06-19,Buy,10 Weeks,53.89%,Rise by 57.17%,525.57%,Normal Case
2016-08-28,7.67,2016-11-13,6.69,2016-08-21,Buy,11 Weeks,-12.78%,Rise by -11.99%,512.79%,Normal Case
2016-10-16,6.75,2017-01-15,10.58,2016-09-25,Buy,13 Weeks,56.74%,Rise by 71.56%,569.53%,Normal Case
2016-10-23,6.52,2017-01-15,10.58,2016-10-02,Buy,12 Weeks,62.27%,Rise by 77.61%,631.8%,Normal Case
2016-11-06,6.56,2017-01-15,10.58,2015-11-22,Buy,10 Weeks,61.28%,Rise by 76.52%,693.08%,Tangent Case
2016-11-06,6.56,2017-01-15,10.58,2016-10-23,Buy,10 Weeks,61.28%,Rise by 76.52%,754.36%,Normal Case
2016-11-20,8.71,2017-03-19,13.49,2016-11-13,Buy,17 Weeks,54.88%,Rise by 62.11%,809.24%,Normal Case
2017-01-01,11.34,2017-03-19,13.49,2016-12-25,Buy,11 Weeks,18.96%,Rise by 24.51%,828.2%,Normal Case
2017-03-26,13.7,2017-07-09,13.36,2017-03-19,Buy,15 Weeks,-2.48%,Rise by -17.81%,825.72%,Normal Case
2017-04-02,14.55,2017-07-09,13.36,2017-03-12,Buy,14 Weeks,-8.18%,Rise by -21.58%,817.54%,Normal Case
2017-05-21,11.41,2017-08-13,12.23,2017-05-14,Buy,12 Weeks,7.19%,Rise by 24.63%,824.73%,Normal Case
2017-06-11,12.28,2017-08-13,12.23,2017-06-04,Buy,9 Weeks,-0.41%,Rise by 15.8%,824.32%,Normal Case
2017-06-18,11.44,2017-10-08,13.23,2017-06-11,Buy,16 Weeks,15.65%,Rise by 24.3%,839.97%,Normal Case
2017-07-02,12.48,2017-10-08,13.23,2017-06-25,Buy,14 Weeks,6.01%,Rise by 13.94%,845.98%,Normal Case
2017-08-20,12.37,2017-10-29,11.84,2017-08-13,Buy,10 Weeks,-4.28%,Rise by 14.96%,841.69%,Normal Case
2017-09-24,13.3,2018-02-18,11.82,2017-09-17,Buy,21 Weeks,-11.13%,Rise by -15.34%,830.57%,Normal Case
2017-12-31,10.28,2018-07-08,16.36,2017-12-24,Buy,27 Weeks,59.14%,Rise by 218.29%,889.71%,Normal Case
2018-02-04,12.45,2018-07-08,16.36,2018-01-28,Buy,22 Weeks,31.41%,Rise by -14.62%,921.12%,Normal Case
2018-04-29,11.11,2018-07-08,16.36,2018-04-15,Buy,10 Weeks,47.25%,Rise by 194.51%,968.37%,Normal Case
2018-05-06,11.28,2018-07-08,16.36,2018-04-22,Buy,9 Weeks,45.04%,Rise by 190.07%,1013.41%,Normal Case
2018-05-27,13.54,2018-09-30,30.89,2018-05-20,Buy,18 Weeks,128.14%,Rise by 141.65%,1141.55%,Normal Case
2018-06-24,15.8,2018-09-30,30.89,2018-06-17,Buy,14 Weeks,95.51%,Rise by 107.09%,1237.05%,Normal Case
2018-07-01,14.99,2018-09-30,30.89,2018-06-10,Buy,13 Weeks,106.07%,Rise by 118.28%,1343.12%,Normal Case
2018-08-05,18.49,2019-02-17,23.68,2018-07-29,Buy,28 Weeks,28.07%,Rise by 32.56%,1371.19%,Normal Case
2018-08-19,19.77,2019-02-17,23.68,2018-08-12,Buy,26 Weeks,19.78%,Rise by -10.82%,1390.97%,Normal Case
2018-09-09,27.38,2019-02-17,23.68,2018-09-02,Buy,23 Weeks,-13.51%,Rise by -35.61%,1377.46%,Normal Case
2018-11-18,20.66,2019-02-17,23.68,2018-10-28,Buy,13 Weeks,14.62%,Rise by 18.64%,1392.07%,Normal Case
2018-11-25,19.38,2019-02-17,23.68,2018-11-04,Buy,12 Weeks,22.19%,Rise by 26.47%,1414.26%,Normal Case
2018-12-02,21.3,2019-02-17,23.68,2018-11-18,Buy,11 Weeks,11.17%,Rise by 15.07%,1425.43%,Normal Case
