Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-11-24,58.5400,2021-12-30,61.9400,26 days,5.81%,5.8080%,Rise by 8.1%,5.8080%,
Buy,2022-06-17,47.1800,2022-06-21,49.1300,2 days,4.13%,4.1331%,Rise by 31.98%,9.9411%,
Buy,2022-09-27,56.7100,2022-10-04,58.6200,5 days,3.37%,3.3680%,Rise by 5.18%,13.3091%,
Buy,2022-10-13,54.5100,2022-10-26,56.3500,9 days,3.38%,3.3755%,Rise by 9.43%,16.6846%,
Buy,2023-03-16,63.0000,2023-04-06,59.2000,15 days,-6.03%,-6.0317%,Rise by -3.02%,10.6529%,
Buy,2023-09-18,60.9000,2023-09-25,56.9100,5 days,-6.55%,-6.5517%,Rise by -10.44%,4.1012%,
Buy,2023-09-27,56.9300,2023-09-29,58.0200,2 days,1.91%,1.9146%,Rise by -10.61%,6.0158%,
Buy,2023-10-05,56.1000,2023-10-13,50.8900,6 days,-9.29%,-9.2870%,Rise by -3.51%,-3.2712%,
Buy,2023-10-17,51.7500,2023-10-24,53.6000,5 days,3.57%,3.5749%,Rise by 4.6%,0.3037%,
Buy,2024-02-22,48.9800,2024-03-06,52.0200,9 days,6.21%,6.2066%,Rise by 10.68%,6.5103%,
Buy,2024-04-16,46.9800,2024-04-26,49.1300,8 days,4.58%,4.5764%,Rise by -1.04%,11.0867%,
Buy,2025-02-24,42.8600,2025-04-07,38.2000,30 days,-10.87%,-10.8726%,Rise by 0.07%,0.2141%,
