Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-15,1.3282,2016-02-07,1.3755,2015-11-08,Buy,12 Weeks,3.56%,Rise by 8.0%,3.56%,Absolute Extrema Case
2015-11-22,1.3295,2016-02-07,1.3755,2015-11-15,Buy,11 Weeks,3.46%,Rise by 7.9%,7.02%,Normal Case
2015-12-06,1.3347,2016-02-07,1.3755,2015-11-29,Buy,9 Weeks,3.06%,Rise by -1.9%,10.08%,Normal Case
2015-12-13,1.3633,2016-06-12,1.2729,2015-12-06,Buy,26 Weeks,-6.63%,Rise by -3.95%,3.45%,Normal Case
2015-12-20,1.3924,2016-06-12,1.2729,2015-12-13,Buy,25 Weeks,-8.58%,Rise by -5.96%,-5.14%,Normal Case
2016-01-10,1.4102,2016-06-12,1.2729,2016-01-03,Buy,22 Weeks,-9.74%,Rise by -10.98%,-14.87%,Normal Case
2016-01-17,1.4345,2016-06-12,1.2729,2016-01-10,Buy,21 Weeks,-11.27%,Rise by -10.5%,-26.14%,Normal Case
2016-01-24,1.4271,2016-06-12,1.2729,2016-01-17,Buy,20 Weeks,-10.81%,Rise by -10.03%,-36.94%,Normal Case
2016-02-14,1.3916,2016-06-12,1.2729,2016-02-07,Buy,17 Weeks,-8.53%,Rise by -5.91%,-45.47%,Normal Case
2016-05-15,1.2841,2016-08-14,1.2984,2016-05-01,Buy,13 Weeks,1.11%,Rise by 2.42%,-44.36%,Normal Case
2016-05-22,1.3086,2016-08-14,1.2984,2016-05-15,Buy,12 Weeks,-0.78%,Rise by 0.5%,-45.14%,Normal Case
2016-06-19,1.2917,2016-12-04,1.3307,2016-06-12,Buy,24 Weeks,3.02%,Rise by 4.79%,-42.12%,Normal Case
2016-07-03,1.2958,2016-12-04,1.3307,2016-06-26,Buy,22 Weeks,2.69%,Rise by 4.46%,-39.42%,Normal Case
2016-08-07,1.3015,2016-12-04,1.3307,2016-07-24,Buy,17 Weeks,2.24%,Rise by 4.0%,-37.18%,Normal Case
2016-08-28,1.2912,2016-12-04,1.3307,2016-08-21,Buy,14 Weeks,3.06%,Rise by 4.83%,-34.12%,Normal Case
2016-09-04,1.3094,2016-12-04,1.3307,2016-08-28,Buy,13 Weeks,1.63%,Rise by 3.38%,-32.5%,Normal Case
2016-09-18,1.3159,2016-12-04,1.3307,2016-09-11,Buy,11 Weeks,1.12%,Rise by 2.86%,-31.37%,Normal Case
2016-09-25,1.3047,2016-12-04,1.3307,2016-09-04,Buy,10 Weeks,1.99%,Rise by 3.75%,-29.38%,Normal Case
2016-10-16,1.3202,2017-01-15,1.3151,2016-10-09,Buy,13 Weeks,-0.39%,Rise by 2.31%,-29.76%,Normal Case
