Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-12-06,8.41,2016-04-17,9.92,2015-11-29,Buy,19 Weeks,17.95%,Rise by 17.95%,17.95%,Normal Case,
2015-12-13,8.31,2016-04-17,9.92,2015-11-22,Buy,18 Weeks,19.37%,Rise by 19.37%,37.33%,Absolute Extrema Case,
2015-12-20,8.47,2016-04-17,9.92,2015-12-13,Buy,17 Weeks,17.12%,Rise by 17.12%,54.45%,Normal Case,
2016-01-10,8.37,2016-04-17,9.92,2015-12-27,Buy,14 Weeks,18.52%,Rise by 18.52%,72.97%,Normal Case,
2016-01-31,8.65,2016-04-17,9.92,2016-01-10,Buy,11 Weeks,14.68%,Rise by 14.68%,87.65%,Normal Case,
2016-02-07,8.68,2016-04-17,9.92,2016-01-31,Buy,10 Weeks,14.29%,Rise by 14.29%,101.93%,Normal Case,
2016-02-14,8.46,2016-04-17,9.92,2016-01-24,Buy,9 Weeks,17.26%,Rise by 17.26%,119.19%,Normal Case,
2016-05-15,9.56,2016-08-28,9.6,2016-05-01,Buy,15 Weeks,0.42%,Rise by 12.76%,119.61%,Normal Case,
2016-05-22,9.98,2016-08-28,9.6,2016-05-15,Buy,14 Weeks,-3.81%,Rise by 8.02%,115.8%,Normal Case,
2016-06-26,10.1,2016-08-28,9.6,2016-06-19,Buy,9 Weeks,-4.95%,Rise by 6.73%,110.85%,Normal Case,
2016-08-07,10.53,2016-10-30,9.01,2016-07-31,Buy,12 Weeks,-14.43%,Rise by -12.92%,96.42%,Normal Case,
2016-09-25,9.78,2017-02-12,9.0,2016-09-04,Buy,20 Weeks,-7.98%,Rise by -10.02%,88.44%,Normal Case,
2016-10-16,9.73,2017-02-12,9.0,2016-10-02,Buy,17 Weeks,-7.5%,Rise by -12.02%,80.94%,Normal Case,
2017-01-01,8.52,2017-04-02,9.7,2016-12-25,Buy,13 Weeks,13.85%,Rise by 14.67%,94.79%,Normal Case,
2017-01-29,8.87,2017-04-02,9.7,2017-01-22,Buy,9 Weeks,9.36%,Rise by 10.15%,104.15%,Normal Case,
2017-03-12,9.58,2017-07-16,11.21,2017-03-05,Buy,18 Weeks,17.01%,Rise by 19.68%,121.16%,Normal Case,
2017-03-26,9.5,2017-07-16,11.21,2017-03-12,Buy,16 Weeks,18.0%,Rise by 20.68%,139.16%,Normal Case,
2017-04-02,9.7,2017-07-16,11.21,2017-03-26,Buy,15 Weeks,15.57%,Rise by 18.2%,154.73%,Normal Case,
2017-04-09,9.66,2017-07-16,11.21,2017-03-19,Buy,14 Weeks,16.05%,Rise by 18.69%,170.77%,Normal Case,
2017-05-21,10.17,2017-10-01,12.775,2017-05-14,Buy,19 Weeks,25.61%,Rise by 26.53%,196.39%,Normal Case,
2017-07-02,11.465,2017-10-01,12.775,2017-06-25,Buy,13 Weeks,11.43%,Rise by 12.24%,207.81%,Normal Case,
2017-08-13,11.1,2017-12-10,13.4,2017-08-06,Buy,17 Weeks,20.72%,Rise by 29.28%,228.54%,Normal Case,
2017-08-27,11.55,2017-12-10,13.4,2017-08-20,Buy,15 Weeks,16.02%,Rise by 24.24%,244.55%,Normal Case,
2017-09-03,11.947,2017-12-10,13.4,2017-08-13,Buy,14 Weeks,12.16%,Rise by 20.11%,256.71%,Normal Case,
2017-10-01,12.775,2017-12-10,13.4,2017-09-24,Buy,10 Weeks,4.89%,Rise by 12.33%,261.61%,Normal Case,
2017-10-29,13.35,2018-01-14,13.05,2017-10-22,Buy,11 Weeks,-2.25%,Rise by 7.49%,259.36%,Normal Case,
2017-11-19,13.55,2018-03-18,12.95,2017-11-12,Buy,17 Weeks,-4.43%,Rise by -11.14%,254.93%,Normal Case,
2017-12-31,14.35,2018-03-18,12.95,2017-12-24,Buy,11 Weeks,-9.76%,Rise by -10.8%,245.18%,Normal Case,
2018-02-04,13.35,2018-07-08,15.29,2018-01-28,Buy,22 Weeks,14.53%,Rise by 14.53%,259.71%,Normal Case,
2018-02-11,12.71,2018-07-08,15.29,2017-11-26,Buy,21 Weeks,20.3%,Rise by 20.3%,280.01%,Local Extrema Case,
2018-03-04,13.33,2018-07-08,15.29,2018-02-25,Buy,18 Weeks,14.7%,Rise by 14.7%,294.71%,Normal Case,
2018-03-25,13.3,2018-07-08,15.29,2018-03-18,Buy,15 Weeks,14.96%,Rise by 14.96%,309.67%,Normal Case,
2018-04-08,13.26,2018-07-08,15.29,2018-04-01,Buy,13 Weeks,15.31%,Rise by 15.31%,324.98%,Normal Case,
2018-05-06,12.77,2018-07-08,15.29,2018-04-29,Buy,9 Weeks,19.73%,Rise by 19.73%,344.72%,Normal Case,
2018-05-13,12.99,2018-09-16,15.16,2018-04-22,Buy,18 Weeks,16.71%,Rise by 17.71%,361.42%,Normal Case,
2018-06-24,15.15,2018-09-16,15.16,2018-06-17,Buy,12 Weeks,0.07%,Rise by 8.18%,361.49%,Normal Case,
2018-07-01,14.89,2018-09-16,15.16,2018-06-24,Buy,11 Weeks,1.81%,Rise by 10.07%,363.3%,Normal Case,
2018-10-07,15.0,2019-02-03,12.66,2018-09-30,Buy,17 Weeks,-15.6%,Rise by -12.93%,347.7%,Normal Case,
2018-11-04,14.09,2019-02-03,12.66,2018-10-28,Buy,13 Weeks,-10.15%,Rise by -10.57%,337.55%,Normal Case,
2018-12-02,13.3,2019-02-03,12.66,2018-11-18,Buy,9 Weeks,-4.81%,Rise by 4.14%,332.74%,Normal Case,
2018-12-23,12.6,2019-04-21,15.16,2018-12-16,Buy,17 Weeks,20.32%,Rise by 32.3%,353.06%,Normal Case,
2018-12-30,13.0,2019-04-21,15.16,2018-12-23,Buy,16 Weeks,16.62%,Rise by 28.23%,369.67%,Normal Case,
2019-03-10,15.09,2019-05-12,15.95,2019-03-03,Buy,9 Weeks,5.7%,Rise by 10.47%,375.37%,Normal Case,
2019-03-31,15.7,2019-06-09,15.64,2019-03-24,Buy,10 Weeks,-0.38%,Rise by 6.18%,374.99%,Normal Case,
2019-04-14,15.12,2019-08-18,15.8,2015-12-20,Buy,18 Weeks,4.5%,Rise by 16.67%,379.49%,Tangent Case,
2019-05-12,15.95,2019-08-18,15.8,2019-04-28,Buy,14 Weeks,-0.94%,Rise by 10.6%,378.55%,Normal Case,
2019-05-19,16.19,2019-08-18,15.8,2019-05-12,Buy,13 Weeks,-2.41%,Rise by 8.96%,376.14%,Normal Case,
2019-08-04,16.35,2019-11-03,19.14,2019-07-28,Buy,13 Weeks,17.06%,Rise by 86.85%,393.2%,Normal Case,
2019-08-11,15.95,2019-11-03,19.14,2019-07-21,Buy,12 Weeks,20.0%,Rise by 91.54%,413.2%,Normal Case,
2019-09-29,16.8,2020-01-05,22.2,2019-09-22,Buy,14 Weeks,32.14%,Rise by 81.85%,445.34%,Normal Case,
2019-10-06,17.11,2020-01-05,22.2,2019-09-29,Buy,13 Weeks,29.75%,Rise by 78.55%,475.09%,Normal Case,
2019-12-08,21.22,2020-04-19,30.0,2019-12-01,Buy,19 Weeks,41.38%,Rise by 43.97%,516.47%,Normal Case,
2020-02-02,23.3,2020-04-19,30.0,2020-01-26,Buy,11 Weeks,28.76%,Rise by 31.12%,545.22%,Normal Case,
2020-03-01,25.78,2020-06-14,28.4,2019-09-01,Buy,15 Weeks,10.16%,Rise by 46.16%,555.39%,Local Extrema Case,
2020-03-01,25.78,2020-06-14,28.4,2020-02-23,Buy,15 Weeks,10.16%,Rise by 46.16%,565.55%,Normal Case,
2020-03-22,26.61,2020-06-14,28.4,2020-03-15,Buy,12 Weeks,6.73%,Rise by 41.6%,572.28%,Normal Case,
2020-03-29,28.47,2020-06-14,28.4,2020-01-19,Buy,11 Weeks,-0.25%,Rise by 32.35%,572.03%,Local Extrema Case,
2020-03-29,28.47,2020-06-14,28.4,2020-03-22,Buy,11 Weeks,-0.25%,Rise by 32.35%,571.78%,Normal Case,
2020-05-10,29.8,2020-07-26,35.24,2020-05-03,Buy,11 Weeks,18.26%,Rise by 26.44%,590.04%,Normal Case,
2020-05-17,30.5,2020-07-26,35.24,2020-05-10,Buy,10 Weeks,15.54%,Rise by 23.54%,605.58%,Normal Case,
2020-06-21,28.71,2020-09-13,33.1,2020-06-14,Buy,12 Weeks,15.29%,Rise by 31.24%,620.87%,Normal Case,
2020-06-28,32.0,2020-09-13,33.1,2020-06-07,Buy,11 Weeks,3.44%,Rise by 17.75%,624.31%,Normal Case,
2020-07-05,34.5,2020-09-13,33.1,2020-06-28,Buy,10 Weeks,-4.06%,Rise by 9.22%,620.25%,Normal Case,
2020-09-06,34.25,2020-11-22,32.66,2020-08-23,Buy,11 Weeks,-4.64%,Rise by 5.43%,615.61%,Normal Case,
2020-10-25,35.86,2021-02-07,33.5,2020-10-18,Buy,15 Weeks,-6.58%,Rise by -11.77%,609.03%,Normal Case,
2020-11-01,35.0,2021-02-07,33.5,2020-10-11,Buy,14 Weeks,-4.29%,Rise by 0.29%,604.74%,Normal Case,
2020-11-08,36.11,2021-02-07,33.5,2020-10-25,Buy,13 Weeks,-7.23%,Rise by -12.38%,597.51%,Normal Case,
2020-12-27,34.0,2021-05-16,32.9,2020-12-20,Buy,20 Weeks,-3.24%,Rise by -13.97%,594.28%,Normal Case,
2021-01-31,34.64,2021-05-16,32.9,2021-01-24,Buy,15 Weeks,-5.02%,Rise by -10.97%,589.26%,Normal Case,
2021-03-28,32.5,2021-09-05,33.45,2021-03-21,Buy,23 Weeks,2.92%,Rise by -10.12%,592.18%,Normal Case,
2021-06-06,29.0,2021-09-05,33.45,2021-05-30,Buy,13 Weeks,15.34%,Rise by 16.52%,607.52%,Normal Case,
2021-06-20,30.77,2021-09-05,33.45,2021-06-13,Buy,11 Weeks,8.71%,Rise by 9.81%,616.23%,Normal Case,
2021-07-25,32.65,2021-09-26,32.25,2021-07-18,Buy,9 Weeks,-1.23%,Rise by 0.61%,615.01%,Normal Case,
2021-08-22,33.79,2021-12-12,32.2,2021-08-15,Buy,16 Weeks,-4.71%,Rise by -10.48%,610.3%,Normal Case,
2021-09-12,32.8,2021-12-12,32.2,2021-09-05,Buy,13 Weeks,-1.83%,Rise by 0.15%,608.47%,Normal Case,
2021-09-26,32.25,2021-12-12,32.2,2021-09-19,Buy,11 Weeks,-0.16%,Rise by 1.86%,608.32%,Normal Case,
2021-11-28,32.6,2022-08-07,20.75,2021-11-21,Buy,36 Weeks,-36.35%,Rise by -14.11%,571.97%,Normal Case,
2021-12-05,32.18,2022-08-07,20.75,2021-11-28,Buy,35 Weeks,-35.52%,Rise by -12.99%,536.45%,Normal Case,
2021-12-26,32.85,2022-08-07,20.75,2021-12-19,Buy,32 Weeks,-36.83%,Rise by -11.57%,499.62%,Normal Case,
2022-02-13,29.05,2022-08-07,20.75,2022-02-06,Buy,25 Weeks,-28.57%,Rise by -15.66%,471.04%,Normal Case,
2022-04-10,23.95,2022-08-07,20.75,2022-04-03,Buy,17 Weeks,-13.36%,Rise by -18.58%,457.68%,Normal Case,
2022-05-08,21.95,2022-08-07,20.75,2022-05-01,Buy,13 Weeks,-5.47%,Rise by -10.11%,452.22%,Normal Case,
