Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-02,35.485,2021-02-25,36.17,2020-12-18-2021-01-12,34.99-36.32,Sell,17 days,-1.93%,Fall by 7.3%,-1.93%,
2021-03-23,33.995,2021-03-23,33.995,2020-12-18-2021-03-05,34.89-36.32,Sell,0 days,-0.0%,Fall by 0%,-1.93%,
2021-04-29,37.12,2021-04-29,37.12,2020-12-18-2021-03-26,33.89-36.32,Sell,0 days,-0.0%,Fall by 0%,-1.93%,
2021-09-02,50.84,2023-03-10,70.645,2021-03-26-2021-08-20,33.295-53.62,Buy,396 days,38.96%,Rise by 22.2%,37.03%,
2021-09-28,47.69,2021-10-22,53.005,2021-03-26-2021-08-20,33.295-53.62,Sell,18 days,-11.14%,Fall by -0.59%,25.88%,
2021-11-10,56.355,2021-11-24,54.52,2021-08-20-2021-09-28,48.31-52.94,Sell,10 days,3.26%,Fall by 5.05%,29.14%,
2021-11-16,56.995,2021-12-21,53.105,2021-09-28-2021-11-03,47.415-57.975,Buy,25 days,-6.83%,Rise by -10.12%,22.31%,
2021-12-02,53.32,2022-04-14,59.1,2021-03-26-2021-11-03,33.295-57.975,Buy,95 days,10.84%,Rise by -10.11%,33.15%,
2021-12-20,51.765,2022-01-12,50.375,2021-03-26-2021-12-16,33.295-58.675,Sell,17 days,2.69%,Fall by 3.05%,35.84%,
2021-12-23,54.215,2022-01-05,51.27,2021-11-03-2021-12-03,54.715-55.865,Sell,9 days,5.43%,Fall by 9.21%,41.27%,
2022-01-12,50.375,2023-01-27,69.045,2021-09-28-2021-12-16,47.415-58.675,Buy,272 days,37.06%,Rise by 4.93%,78.33%,
2022-01-26,46.55,2022-01-26,46.55,2021-09-28-2021-12-16,47.415-58.675,Sell,0 days,-0.0%,Fall by 0%,78.33%,
2022-02-09,52.96,2022-02-09,52.96,2021-08-20-2022-01-24,47.83-52.94,Sell,0 days,-0.0%,Fall by 0%,78.33%,
2022-02-18,50.405,2022-02-23,48.84,2021-03-26-2021-11-03,33.295-57.975,Sell,3 days,3.1%,Fall by -5.69%,81.44%,
2022-03-25,53.255,2022-03-29,55.1,2022-02-02-2022-02-24,49.535-52.755,Sell,2 days,-3.46%,Fall by 6.32%,77.97%,
