Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-02-21 - 2020-02-27,4 days,2020-03-09,28.72,2020-03-10,30.09,1 days,-4.8%,Fall by 10.45%,-4.8%
Sell,2020-04-29 - 2020-04-30,1 days,2020-05-14,27.77,2020-05-19,27.68,3 days,0.3%,Fall by -17.86%,-4.4%
Sell,2020-06-10 - 2020-06-22,8 days,2020-06-25,29.3,2020-06-26,29.28,1 days,0.1%,Fall by -11.71%,-4.4%
Sell,2020-07-09 - 2020-07-13,2 days,2020-07-16,33.02,2020-07-20,34.1,2 days,-3.3%,Fall by -1.76%,-7.6%
Sell,2020-08-06 - 2020-08-17,7 days,2020-08-20,34.49,2020-08-21,34.45,1 days,0.1%,Fall by 2.58%,-7.5%
Buy,2020-09-10 - 2020-09-25,11 days,2020-09-29,34.39,2020-11-09,38.27,29 days,11.3%,Rise by 14.89%,3.7%
Sell,2020-10-12 - 2020-10-13,1 days,2020-10-23,36.19,2020-10-27,35.72,2 days,1.3%,Fall by -4.23%,5.0%
Sell,2020-11-06 - 2020-11-09,1 days,2020-11-25,38.01,2020-12-01,39.39,4 days,-3.6%,Fall by -8.76%,1.4%
Sell,2020-12-03 - 2020-12-04,1 days,2020-12-09,38.17,2020-12-30,39.49,15 days,-3.5%,Fall by -8.3%,-2.0%
Sell,2021-01-07 - 2021-01-12,3 days,2021-01-15,42.14,2021-01-25,43.27,6 days,-2.7%,Fall by 10.61%,-4.7%
Buy,2021-05-12 - 2021-05-13,1 days,2021-05-24,40.37,2021-07-27,36.3,46 days,-10.1%,Rise by 0.0%,-14.8%
Sell,2021-05-18 - 2021-05-20,2 days,2021-06-02,41.68,2021-06-04,41.66,2 days,0.0%,Fall by 6.05%,-14.8%
Sell,2021-09-09 - 2021-09-10,1 days,2021-09-15,38.45,2021-09-17,37.88,2 days,1.5%,Fall by 0.88%,-13.3%
Sell,2021-10-11 - 2021-10-13,2 days,2021-10-21,38.93,2021-10-29,38.76,6 days,0.4%,Fall by 2.11%,-12.8%
Sell,2021-12-09 - 2021-12-13,2 days,2021-12-20,38.58,2022-01-10,38.08,15 days,1.3%,Fall by 6.77%,-11.5%
Buy,2021-12-22 - 2021-12-29,5 days,2021-12-31,39.09,2022-03-07,34.14,46 days,-12.7%,Rise by -12.66%,-24.2%
Buy,2022-01-06 - 2022-01-14,6 days,2022-01-20,38.25,2022-03-07,34.14,32 days,-10.7%,Rise by -10.75%,-34.9%
Sell,2022-05-23 - 2022-05-31,6 days,2022-06-09,31.16,2022-06-15,32.59,4 days,-4.6%,Fall by 1.93%,-39.5%
Sell,2022-06-27 - 2022-06-28,1 days,2022-07-05,33.92,2022-07-07,33.89,2 days,0.1%,Fall by 9.91%,-39.4%
Buy,2022-07-26 - 2022-08-03,6 days,2022-08-05,31.22,2022-09-21,27.98,33 days,-10.4%,Rise by -10.38%,-49.8%
Buy,2022-08-30 - 2022-09-06,5 days,2022-09-09,30.12,2022-09-30,27.09,15 days,-10.1%,Rise by -10.06%,-59.9%
Buy,2022-09-22 - 2022-10-03,7 days,2022-10-05,28.28,2022-10-24,25.29,13 days,-10.6%,Rise by -10.57%,-70.5%
Buy,2022-10-12 - 2022-10-24,8 days,2022-10-26,25.94,2022-11-15,28.13,14 days,8.4%,Rise by 8.44%,-62.0%
Sell,2022-12-08 - 2022-12-09,1 days,2022-12-15,28.74,2022-12-23,27.45,6 days,4.5%,Fall by 0.38%,-57.5%
Sell,2023-01-17 - 2023-01-23,4 days,2023-01-30,31.38,2023-02-07,30.33,6 days,3.3%,Fall by 8.76%,-54.2%
