Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2019-12-31 - 2020-01-08,6 days,2020-01-14,5.3,2020-01-24,5.64,8 days,6.4%,Rise by 6.6%,6.4%,
Sell,2020-01-23 - 2020-01-24,1 days,2020-02-03,5.51,2020-02-04,5.42,1 days,1.6%,Fall by 14.7%,8.0%,
Buy,2020-03-23 - 2020-03-30,5 days,2020-04-07,3.45,2020-04-14,3.86,5 days,11.9%,Rise by 17.97%,19.9%,
Buy,2020-05-11 - 2020-05-22,9 days,2020-05-26,3.28,2020-06-02,3.75,5 days,14.3%,Rise by 7.01%,34.3%,
Sell,2020-06-03 - 2020-06-04,1 days,2020-06-11,3.9,2020-06-15,3.6,2 days,7.7%,Fall by 10.0%,42.0%,
Sell,2020-09-28 - 2020-09-29,1 days,2020-10-14,4.26,2020-10-16,4.25,2 days,0.2%,Fall by -31.46%,42.2%,
Sell,2020-10-12 - 2020-11-05,18 days,2020-11-20,5.42,2020-11-23,5.56,1 days,-2.6%,Fall by -3.32%,39.6%,
Sell,2020-11-26 - 2020-12-07,7 days,2020-12-10,5.75,2020-12-17,5.71,5 days,0.7%,Fall by -25.57%,40.3%,
Sell,2021-01-15 - 2021-01-18,1 days,2021-01-25,6.28,2021-01-26,6.55,1 days,-4.3%,Fall by -14.97%,36.0%,
Sell,2021-01-27 - 2021-02-09,9 days,2021-02-19,6.44,2021-02-24,6.4,3 days,0.6%,Fall by -12.11%,36.6%,
Sell,2021-04-12 - 2021-04-16,4 days,2021-04-21,7.03,2021-04-23,7.3,2 days,-3.8%,Fall by -2.7%,32.8%,
Sell,2021-05-05 - 2021-05-27,16 days,2021-06-01,7.47,2021-06-03,7.66,2 days,-2.5%,Fall by 5.76%,30.2%,
Sell,2021-06-08 - 2021-06-09,1 days,2021-06-14,7.88,2021-06-16,7.82,2 days,0.8%,Fall by 10.66%,31.0%,
Buy,2021-06-28 - 2021-07-08,8 days,2021-07-12,7.22,2021-08-13,7.83,24 days,8.4%,Rise by 8.59%,39.4%,
Sell,2021-08-02 - 2021-08-17,11 days,2021-08-23,7.72,2021-08-30,7.27,5 days,5.8%,Fall by 8.42%,45.3%,
Buy,2021-09-13 - 2021-09-22,7 days,2021-09-24,7.27,2022-01-27,6.54,89 days,-10.0%,Rise by 2.06%,35.2%,
Buy,2021-09-29 - 2021-10-05,4 days,2021-10-08,7.28,2022-01-27,6.54,79 days,-10.2%,Rise by 1.92%,25.1%,
Buy,2021-11-25 - 2021-11-29,2 days,2021-12-03,6.87,2021-12-14,7.25,7 days,5.5%,Rise by 8.01%,30.6%,
Buy,2022-01-25 - 2022-01-28,3 days,2022-02-02,6.57,2022-02-17,6.9,11 days,5.0%,Rise by 5.02%,35.6%,
Buy,2022-03-28 - 2022-04-04,5 days,2022-04-13,6.25,2022-05-24,5.62,29 days,-10.1%,Rise by -10.08%,25.5%,
Buy,2022-05-06 - 2022-05-10,2 days,2022-05-16,6.01,2022-06-10,5.21,19 days,-13.3%,Rise by -13.31%,12.2%,
Buy,2022-05-26 - 2022-05-31,3 days,2022-06-03,5.54,2022-06-14,4.94,7 days,-10.8%,Rise by -10.65%,1.4%,
Sell,2022-06-08 - 2022-06-09,1 days,2022-06-14,4.94,2022-06-16,4.86,2 days,1.6%,Fall by -2.43%,3.0%,
Sell,2022-07-08 - 2022-07-21,9 days,2022-07-27,5.06,2022-08-03,5.28,5 days,-4.3%,Fall by 4.35%,-1.3%,
Sell,2022-08-10 - 2022-08-15,3 days,2022-08-23,5.62,2022-08-24,5.6,1 days,0.4%,Fall by 11.39%,-1.0%,
Buy,2022-09-07 - 2022-09-15,6 days,2022-09-29,4.97,2023-02-02,5.34,90 days,7.4%,Rise by 4.23%,6.5%,
Buy,2022-10-03 - 2022-10-20,13 days,2022-10-31,5.14,2023-03-13,4.52,95 days,-12.1%,Rise by 0.58%,-5.6%,
Sell,2022-11-02 - 2022-11-07,3 days,2022-11-10,4.97,2022-11-11,5.11,1 days,-2.8%,Fall by 0.4%,-8.4%,
Sell,2023-01-27 - 2023-01-31,2 days,2023-02-08,5.46,2023-02-14,5.05,4 days,7.5%,Fall by 11.9%,-0.9%,
Sell,2023-02-03 - 2023-02-09,4 days,2023-02-14,5.05,2023-02-16,5.01,2 days,0.8%,Fall by 10.5%,-0.1%,
Buy,2023-02-27 - 2023-03-13,10 days,2023-03-15,4.5,2023-05-17,4.95,45 days,10.0%,Rise by 2.89%,9.9%,
Sell,2023-04-13 - 2023-04-17,2 days,2023-05-04,4.66,2023-05-08,4.81,2 days,-3.2%,Fall by 4.29%,6.7%,
Sell,2023-05-19 - 2023-05-30,7 days,2023-06-02,4.95,2023-06-06,5.15,2 days,-4.0%,Fall by 9.9%,2.6%,
Sell,2023-06-30 - 2023-07-05,3 days,2023-07-10,5.36,2023-07-13,5.58,3 days,-4.1%,Fall by 10.26%,-1.5%,
Sell,2023-07-05 - 2023-07-17,8 days,2023-07-21,5.55,2023-08-09,5.39,13 days,2.9%,Fall by 10.81%,1.4%,
Buy,2023-09-07 - 2023-09-08,1 days,2023-09-13,4.7,2024-02-07,4.17,105 days,-11.3%,Rise by 4.26%,-9.9%,
Buy,2023-09-22 - 2023-10-16,16 days,2023-10-24,4.39,2024-02-14,3.61,81 days,-17.8%,Rise by 5.69%,-27.6%,
Sell,2023-11-07 - 2023-11-15,6 days,2023-11-20,4.5,2023-11-29,4.47,7 days,0.7%,Fall by 19.78%,-27.0%,
Buy,2023-11-29 - 2023-12-12,9 days,2023-12-14,4.69,2024-02-07,4.17,39 days,-11.1%,Rise by 4.05%,-38.0%,
Sell,2024-01-05 - 2024-01-09,2 days,2024-01-17,4.69,2024-01-18,4.65,1 days,0.9%,Fall by 11.09%,-37.2%,
Buy,2024-02-09 - 2024-02-15,4 days,2024-02-19,3.48,2024-02-22,3.86,3 days,10.9%,Rise by 23.56%,-26.3%,
Buy,2024-05-03 - 2024-05-08,3 days,2024-05-13,3.51,2024-05-14,3.02,1 days,-14.0%,Rise by -13.96%,-40.2%,
Buy,2024-06-17 - 2024-06-21,4 days,2024-07-01,2.83,2024-07-02,2.98,1 days,5.3%,Rise by 18.73%,-34.9%,
Buy,2024-07-01 - 2024-07-04,3 days,2024-07-09,2.97,2024-07-12,3.14,3 days,5.7%,Rise by 18.52%,-29.2%,
Sell,2024-07-18 - 2024-07-23,3 days,2024-07-30,3.1,2024-08-01,3.18,2 days,-2.6%,Fall by 10.65%,-31.8%,
Buy,2024-08-27 - 2024-08-29,2 days,2024-09-06,2.83,2024-09-24,3.01,12 days,6.4%,Rise by 14.49%,-25.4%,
Sell,2024-10-09 - 2024-10-18,7 days,2024-10-29,3.1,2024-11-04,3.03,4 days,2.3%,Fall by 10.97%,-23.2%,
Sell,2024-11-18 - 2024-11-21,3 days,2024-11-28,3.12,2024-12-06,2.92,6 days,6.4%,Fall by 11.54%,-16.8%,
