Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-02-18,9629.8,2020-06-10,10094.26,Buy,80 days,Rise by -10.750000%,4.82,
2020-06-08,9901.52,2020-06-22,10130.33,Buy,9 days,Rise by 10.610000%,2.31,
2020-06-12,9663.78,2020-06-16,9949.37,Sell,1 days,Fall by -8.480000%,-2.96,
2020-11-10,11624.29,2020-11-13,11937.84,Sell,2 days,Fall by -8.590000%,-2.7,
2020-12-17,12752.06,2021-01-13,12973.63,Buy,18 days,Rise by 8.280000%,1.74,
2021-01-21,13404.99,2021-02-09,13687.08,Buy,12 days,Rise by 3.000000%,2.1,
2021-02-08,13695.02,2021-04-15,14026.19,Buy,47 days,Rise by -10.190000%,2.42,
2021-02-22,13223.74,2021-03-01,13282.95,Sell,4 days,Fall by 6.990000%,-0.45,
2021-03-04,12464.0,2021-03-09,12794.49,Sell,2 days,Fall by -2.540000%,-2.65,
2021-03-22,13086.51,2021-04-07,13616.7,Buy,11 days,Rise by 7.300000%,4.05,
2021-05-04,13544.67,2021-05-14,13393.12,Sell,7 days,Fall by -7.420000%,1.12,
2021-05-05,13503.37,2021-05-14,13393.12,Sell,6 days,Fall by -7.740000%,0.82,
2021-05-13,13109.15,2021-05-20,13494.09,Sell,4 days,Fall by -10.980000%,-2.94,
2021-05-18,13217.68,2021-05-24,13641.75,Sell,3 days,Fall by -10.070000%,-3.21,
2021-07-06,14786.36,2021-07-27,14956.97,Buy,14 days,Rise by 2.300000%,1.15,
2021-07-21,14842.63,2021-08-02,14963.62,Buy,7 days,Rise by 2.280000%,0.82,
2021-08-18,14857.92,2021-08-23,15312.82,Sell,2 days,Fall by 2.600000%,-3.06,
2021-08-30,15605.09,2021-11-02,15972.49,Buy,45 days,Rise by 4.830000%,2.35,
2021-09-20,15012.19,2021-10-04,14472.12,Sell,9 days,Fall by 3.600000%,3.6,
2021-09-28,14770.3,2021-10-07,14897.13,Sell,6 days,Fall by -6.380000%,-0.86,
2021-09-29,14752.89,2021-10-07,14897.13,Sell,5 days,Fall by -6.500000%,-0.98,
2021-10-12,14662.11,2021-10-14,15052.42,Sell,1 days,Fall by -7.160000%,-2.66,
2022-01-19,15047.84,2022-01-26,14172.76,Sell,4 days,Fall by 10.220000%,5.82,
2022-01-20,14846.46,2022-01-27,14003.11,Sell,4 days,Fall by 9.010000%,5.68,
2022-04-22,13356.87,2022-04-28,13456.06,Sell,3 days,Fall by 10.400000%,-0.74,
2022-05-27,12681.42,2022-08-03,13253.26,Buy,47 days,Rise by -10.990000%,4.51,
2022-06-13,11288.32,2022-06-15,11593.77,Sell,1 days,Fall by 5.280000%,-2.71,
2022-07-14,11768.4,2022-07-20,12439.68,Buy,3 days,Rise by 16.130000%,5.7,
2022-07-20,12439.68,2022-08-03,13253.26,Buy,9 days,Rise by 9.870000%,6.54,
2022-09-30,10971.22,2022-10-04,11582.54,Sell,1 days,Fall by 2.540000%,-5.57,
2022-11-11,11817.01,2023-01-31,12101.93,Buy,56 days,Rise by 1.900000%,2.41,
2022-12-06,11549.69,2022-12-13,11834.21,Sell,4 days,Fall by 7.540000%,-2.46,
2023-01-12,11459.61,2023-01-26,12051.48,Buy,9 days,Rise by 11.720000%,5.16,
2023-01-13,11541.48,2023-01-26,12051.48,Buy,8 days,Rise by 10.930000%,4.42,
2023-01-23,11872.54,2023-02-01,12363.1,Buy,6 days,Rise by 11.020000%,4.13,
2023-01-27,12166.6,2023-02-07,12728.27,Buy,6 days,Rise by 8.340000%,4.62,
2023-05-04,12982.48,2023-05-10,13347.83,Sell,3 days,Fall by -13.190000%,-2.81,
2023-08-10,15128.84,2023-08-21,14936.69,Sell,6 days,Fall by 3.850000%,1.27,
2023-09-21,14694.24,2023-10-06,14973.24,Sell,10 days,Fall by 3.980000%,-1.9,
2023-10-19,14783.13,2023-10-25,14381.64,Sell,3 days,Fall by -6.800000%,2.72,
2023-10-27,14180.42,2023-11-01,14664.91,Sell,2 days,Fall by -11.340000%,-3.42,
2023-12-18,16729.8,2023-12-29,16825.93,Buy,8 days,Rise by 7.370000%,0.57,
2024-01-02,16543.94,2024-01-10,16793.05,Sell,5 days,Fall by -5.650000%,-1.51,
2024-03-15,17808.25,2024-03-21,18320.38,Sell,3 days,Fall by 4.330000%,-2.88,
2024-04-15,17706.83,2024-04-23,17471.47,Sell,5 days,Fall by -4.690000%,1.33,
2024-06-11,19210.18,2024-06-17,19902.75,Buy,3 days,Rise by 7.630000%,3.61,
2024-07-18,19705.09,2024-07-29,19059.49,Sell,6 days,Fall by 9.330000%,3.28,
2024-11-06,20781.33,2024-11-12,21070.79,Buy,3 days,Rise by 6.330000%,1.39,
2024-11-08,21117.18,2024-12-09,21440.82,Buy,20 days,Rise by 4.640000%,1.53,
2024-11-19,20684.59,2024-12-04,21492.36,Buy,10 days,Rise by 6.830000%,3.91,
2025-01-02,20975.62,2025-01-06,21559.5,Sell,1 days,Fall by 8.340000%,-2.78,
2025-02-14,22114.69,2025-06-17,21719.08,Buy,86 days,Rise by -12.140000%,-1.79,
2025-02-26,21132.92,2025-03-05,20628.46,Sell,4 days,Fall by 9.030000%,2.39,
2025-04-04,17397.7,2025-04-09,19145.06,Sell,2 days,Fall by -30.840000%,-10.04,
2025-05-13,21197.7,2025-06-05,21547.43,Buy,16 days,Rise by 3.510000%,1.65,
2025-06-06,21761.79,2025-06-25,22237.74,Sell,12 days,Fall by -4.600000%,-2.19,
2025-07-08,22702.25,2025-07-28,23356.27,Sell,13 days,Fall by -0.270000%,-2.88,
2025-10-28,26012.15,2025-10-28,26012.15,Buy,0 days,Rise by -0.590000%,0.0,
