Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-09,12794.4902,2021-03-09,12794.4902,2020-11-04-2021-02-16,11564.9102-13879.7695,Buy,0 days,0.0%,Rise by 0%,0.0%,
2021-04-23,13941.4404,2021-04-26,14026.1602,2021-02-16-2021-03-05,12700.96-13726.7803,Sell,1 days,-0.61%,Fall by 7.3%,-0.61%,
2021-05-14,13393.1201,2021-05-14,13393.1201,2021-03-05-2021-04-29,12208.3896-14073.4805,Buy,0 days,0.0%,Rise by 0%,-0.61%,
2021-09-14,15382.9004,2021-09-22,15176.5098,2021-08-05-2021-08-19,15000.1904-15083.8398,Sell,6 days,1.34%,Fall by -3.53%,0.73%,
2021-09-22,15176.5098,2021-11-26,16025.5801,2021-03-05-2021-09-07,12208.3896-15701.4004,Buy,47 days,5.59%,Rise by 3.38%,6.33%,
2021-11-12,16199.8896,2021-11-12,16199.8896,2021-08-05-2021-10-04,14727.5996-15083.8398,Sell,0 days,-0.0%,Fall by 0%,6.33%,
2021-12-07,16325.6602,2021-12-07,16325.6602,2021-10-04-2021-11-22,14384.9297-16764.8594,Buy,0 days,0.0%,Rise by 0%,6.33%,
2022-01-20,14846.46,2022-01-25,14149.1201,2021-11-22-2021-12-20,15662.6104-16374.7803,Sell,3 days,4.7%,Fall by 7.79%,11.03%,
2022-01-25,14149.1201,2022-01-26,14172.7598,2021-10-04-2021-11-22,14384.9297-16764.8594,Sell,1 days,-0.17%,Fall by 7.95%,10.86%,
2022-02-09,15056.96,2022-02-09,15056.96,2021-11-22-2022-01-24,14532.5703-16374.7803,Sell,0 days,-0.0%,Fall by 0%,10.86%,
2022-03-08,13267.6104,2022-03-16,13956.79,2020-11-04-2021-11-22,11564.9102-16764.8594,Sell,6 days,-5.19%,Fall by 12.68%,5.66%,
2022-03-10,13591.0,2022-03-10,13591.0,2021-11-22-2022-02-24,13989.0996-16374.7803,Sell,0 days,-0.0%,Fall by 0%,5.66%,
2022-04-05,14820.6396,2022-04-08,14327.2598,2021-12-28-2022-03-14,13386.6699-16458.4902,Sell,3 days,3.33%,Fall by 10.28%,8.99%,
2022-04-14,13893.21,2023-12-04,15839.6699,2022-03-14-2022-03-29,13020.4004-15265.4199,Buy,427 days,14.01%,Rise by 6.74%,23.0%,
2022-04-27,13003.3604,2022-05-04,13535.71,2022-03-14-2022-03-29,13020.4004-15265.4199,Sell,5 days,-4.09%,Fall by 11.88%,18.91%,
2022-04-28,13456.0596,2022-04-29,12854.7998,2021-09-07-2022-03-14,13386.6699-15610.2305,Sell,1 days,4.47%,Fall by 8.44%,23.38%,
